14,ابراهيم ابوبكر عبدالرحمن الدرسى,1072,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
15,سعد محمد صالح الجازوي,1057,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
16,بدر علي سليمان موسى,977,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
17,مصطفى محمد عبدالله الرقيق,951,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
18,طارق نوري محمد ماضي,933,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
19,ادريس محمد رمضان القاضى,916,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
20,رشيد مصطفى محمد بسيكري,912,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
21,ونيس الشارف العبانى الورفلى,897,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
22,ناصر صالح طاهر معيوف,753,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
23,اشرف عبدالله حسين الساعدي,738,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
24,عبدالناصر عبدالحميد حسين نجم,737,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
25,راضى ابراهيم غيث قنديل,731,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
26,نجيب احمد منصور اطلوبه,708,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
27,ابراهيم جمعة صالح العوامي,695,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
28,عبدالقادر مرعي رجب القنين,674,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
29,فتح الله بالقاسم حمد العرفي,649,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
30,احمد جمعة احمد الاوجلي,643,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
31,فضل الله هارون موسى جبريل,627,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
32,الصديق سلامة عبدالرحيم الصديق,586,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
